job_description_id,job_description,label
4053455340,"Staff Software Engineer - Distributed Systems, BackEnd
TLM - Technical Lead Manager - Core InfrastructureThe Core Infrastructure Team is the backbone of Eightfold, responsible for the architecture, maintenance, and enhancement of critical elements of our technology stack. This encompasses Search, Databases, Machine Learning Infrastructure, Data Warehouse, Developer Platform, and Application Infrastructure. Our work is foundational to every product at Eightfold, underpinning the services our users and customers interact with daily. The infrastructure we build and maintain is pivotal to our mission, ensuring scalability, reliability, and security across all our offerings.What You Will DoAs a TLM (Technical Lead Manager), you will play a pivotal role in shaping the future of Eightfold's core infrastructure. Your responsibilities will include:      Technical Excellence: Architect and design highly scalable systems, ensuring they meet our rigorous standards for quality, security, scalability, and availability.Leadership: Lead and mentor a team of engineers, fostering an environment of growth and excellence. You will guide the team through complex technical challenges, ensuring they deliver optimal solutions.Collaboration: Work closely with other engineering leaders and cross-functional teams to identify and resolve technical dependencies and to align the infrastructure development with the company’s strategic goals.Hiring and Team Building: Actively participate in the recruitment process to hire top talent, expanding the team's capabilities and fostering a culture of excellence.Innovation: Stay ahead of industry trends and best practices, incorporating them into our infrastructure to keep it at the cutting edge. Encourage the team to innovate and experiment with new technologies.Management: Beyond individual projects, you will manage the career growth and development of your team members, preparing them for future leadership roles.
What You Bring      Proven Track Record: Demonstrable experience in architecting, designing, developing, and delivering highly scalable systems, with a strong foundation in cloud-scale distributed systems.Leadership Skills: Natural leadership abilities with experience in managing technical teams. You’re capable of mentoring engineers and leading projects to successful outcomes.Technical Expertise: Deep understanding of cloud environments (AWS, Azure), microservices architectures, and containerization technologies like Docker and Kubernetes.Problem-Solving: Excellent analytical and problem-solving skills, capable of tackling complex, distributed system issues.Communication: Strong communication skills, with the ability to articulate technical concepts clearly to both technical and non-technical stakeholders.Adaptability: Interest in growing into broader management roles, overseeing multiple technology stacks and leading larger engineering teams.Educational Background: BS, MS, or PhD in Computer Science or related field, or equivalent practical experience.
Bonus Points      Experience with CloudOps, SRE principles, and familiarity with security standards for enterprise and government customers.Specialization in any of the following: Database and Data Warehouse technologies, Application Infrastructure, Search Infrastructure, Big Data systems, Security, developer infrastructure. 
Why Join Us?At Eightfold, you’ll have the opportunity to impact the very core of our technology, working on systems that enable us to deliver innovative products to a global audience. You'll lead a team of brilliant engineers, fostering their growth and enabling their success. Together, we'll push the boundaries of what's possible in core infrastructure, supporting the mission of Eightfold and the success of our customers worldwide.Pay TransparencyPlease note this role is categorized as onsite in Santa Clara, CA The base salary ranges below are provided for pay transparency. Base pay is only one piece of our total compensation package as this role may be eligible for bonus and equity awards. Compensation varies depending on a number of factors including qualifications, skills, competencies, experience and zone. Zones are determined by location. Zone A is in SF Bay Area, CA .Base annual salary range: $213,000 to 250,000 + discretionary annual bonus up to 20% + preIPO equity (stock options).Hybrid Work @ Eightfold: We embrace a hybrid work model that aims to boost collaboration, enhance our culture, and drive innovation through a blend of remote and in-person work. We are committed to creating a dynamic and flexible work environment that nurtures the collaborative spirit of our team. Starting February 1, 2024, employees residing near Santa Clara, California, or our Bangalore and Noida offices in India will return to the office twice a week.Eightfold.ai provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, or disability.Experience our comprehensive benefits with family medical, vision and dental coverage, a competitive base salary, and eligibility for equity awards and discretionary bonuses or commissions.",False
4056940532,"Machine Learning Engineer - Model Training Infrastructure
About Anyscale:At Anyscale, we're on a mission to democratize distributed computing and make it accessible to software developers of all skill levels. We’re commercializing Ray, a popular open-source project that's creating an ecosystem of libraries for scalable machine learning. Companies like OpenAI, Uber, Spotify, Instacart, Cruise, and many more, have Ray in their tech stacks to accelerate the progress of AI applications out into the real world.With Anyscale, we’re building the best place to run Ray, so that any developer or data scientist can scale an ML application from their laptop to the cluster without needing to be a distributed systems expert.Proud to be backed by Andreessen Horowitz, NEA, and Addition with $250+ million raised to date.About The RoleWe’re looking for passionate, motivated engineers excited to build infrastructure and tools for the next generation of machine learning applications. We’re hiring exceptional Software Engineers for our distributed training team, which develops and maintains widely adopted open-source machine learning libraries.We’re particularly interested in engineers who can help shape and execute a vision for the future of ML training infrastructure. We welcome both Individual Contributors and technically inclined individuals with experience managing small teams.About The Distributed Training TeamThe Distributed Training team drives the development and optimization of Ray’s distributed training libraries, focusing on features and performance enhancements for large-scale machine learning workloads. They are responsible for building and maintaining core libraries like Ray Train (for distributed model training) and Ray Tune (for distributed hyperparameter tuning). You’ll collaborate closely with the Ray Core and Ray Data teams to create impactful, end-to-end solutions, and have the exciting opportunity to work directly with Machine Learning teams around the globe, shaping products that are transforming the AI landscape.As part of this role, you will:      Develop scalable, fault-tolerant distributed machine learning libraries that power leading ML platformsCreate an exceptional end-to-end experience for training machine learning modelsSolve complex architectural challenges and transform them into practical solutionsContribute to and engage with the open-source community, collaborating with ML researchers, engineers, and data scientists to build new scalable machine learning abstractionsShare your work and expertise with a broader audience through talks, tutorials, and blog postsCollaborate with a team of experts in distributed systems and machine learningWork directly with end-users to iterate on and enhance the product based on their feedbackPartner with engineering and product managers to nurture a talented team of software engineersPlay a key role in building and shaping a world-class company
We'd love to hear from you if have:      Minimum 5+ years of experience building, scaling, and maintaining software systems in production environmentsStrong fundamentals in algorithms, data structures, and system designProficiency with machine learning frameworks and libraries (e.g., PyTorch, TensorFlow, XGBoost)Experience designing fault-tolerant distributed systemsSolid architectural skills
Bonus points if:      Experience with cloud technologies (AWS, GCP, Kubernetes)Hands-on experience building ML training platforms in productionBackground in managing and maintaining open-source librariesExperience leading small teams to achieve ambitious technical goalsFamiliarity with Ray
Compensation:      At Anyscale, we take a market-based approach to compensation. We are data-driven, transparent, and consistent. The target salary for this role is $170,112 ~ $237,000. As the market data changes over time, the target salary for this role may be adjusted.This role is also eligible to participate in Anyscale's Equity and Benefits offerings, including the following:Stock OptionsHealthcare plans, with premiums covered by Anyscale at 99%401k Retirement PlanWellness stipendEducation stipendPaid Parental LeaveFlexible Time OffCommute reimbursement100% of in office meals covered
Anyscale Inc. is an Equal Opportunity Employer. Candidates are evaluated without regard to age, race, color, religion, sex, disability, national origin, sexual orientation, veteran status, or any other characteristic protected by federal or state law. Anyscale Inc. is an E-Verify company and you may review the Notice of E-Verify Participation and the Right to Work posters in English and Spanish",False
4049587892,"Full Stack Engineer
BE AT THE FOREFRONT OF AI-UNDERWITING!I am currently looking for Senior Software Engineers to build a unique AI platform that pulls data from hundreds of sources to revolutionize the underwriting process.Salary: $160k-$200kWhat you will do:      Maintaining the app's simplicity of UI whilst building lengthy documentsData-intensive backend processingHelp refine the platform's ability to support revenue operations and drive growth for insurance companiesPlay a pivotal role in the rapid growth of a SaaS business already seeing 7-digit recurring revenue within its first two years
Why:      The platform is aimed at commercial insurance providers and is the leading provider of revenue ops in the space led by a team of world-class engineers
This company has over 40 million in funding and is not limiting on the amount of work that needs doing, with new product lines and frequent launches      They already have a 7-digit reoccurring revenue within two years
Ideal Candidates Will Have:      8+ years’ experienceMUST HAVE 2+ years’ experience using React/Type script Can have Python/Node or any backend experience
::FULLY REMOTE ROLE::Get in contact to learn more about the role!!",True
4046300409,"Software Engineer, Realtime Compute
Tecton helps companies unlock the full potential of their data for AI applications. The platform streamlines the complex process of preparing and delivering data to models. With Tecton, AI teams accelerate the development of smarter, more impactful AI applications.Tecton is funded by Sequoia Capital, Andreessen Horowitz, and Kleiner Perkins, along with strategic investments from Snowflake and Databricks. We have a fast-growing team that’s distributed around the world, with offices in San Francisco and New York City. Our team has years of experience building and operating business-critical machine learning systems at leading tech companies like Uber, Google, Meta, Airbnb, Lyft, and Twitter.Tecton’s Realtime Compute team builds streaming infrastructure that provides sub-second data freshness for AI applications in production. In addition to streaming, we offer a production-ready Python runtime that securely runs user code in realtime at scale. This runtime can handle tasks like generating embeddings or calling third-party APIs for information retrieval.This position is open to candidates based anywhere in the United States. You can work in one of our hub offices in San Francisco, New York City, Seattle or work fully remotely from outside those areas within the US.Responsibilities      Develop advanced streaming capabilities in Rift like joins, stateful operations and native connectors to streaming data sourcesBuild an integrated observability solution that provides an exceptional operational experience with logs, metrics, and tracesScale our ingestion platform to handle millions of requests per second with low latency and high availabilityReduce the cold start times of our sandboxed Python execution environment for extremely fast autoscalingLaunch our infrastructure across multiple cloud platforms, ensuring compliance with security protocols and data residency requirementsAssess and prioritize tasks, demonstrating a keen awareness of performance-critical areas
Qualifications      7+ years of experience in programming, debugging, and performance tuning distributed and/or highly concurrent software systems.Degree in Computer Science, Software Engineering, or a related field, or equivalent practical experience, with strong proficiency in building high throughput infrastructure.Experience with Streaming infrastructure like Flink, Spark, Pulsar, HeronExperience with Python runtimes, dependency resolution, and container sandboxing.Experience with at least one of AWS, GCP.Experience with low latency online storage like DynamoDB, Redis, and BigTable.
$189,000 - $231,000 a yearThe estimated US base salary range for this position is $189,000 - $231,000 annually for employees based within California & New York. In addition to base salary, we offer competitive equity & comprehensive benefits such as medical, dental, vision, life, 401(K), flexible paid time off, 10 paid holidays each calendar year, sick time, leave of absence as per the FMLA and other relevant leave laws. Individual compensation packages are based on multiple factors such as location, level, role scope, and complexity, as well as additional job-related factors such as skills, experience, and expertise.Tecton values diversity and is an equal opportunity employer committed to creating an inclusive environment for all employees and applicants without regard to race, color, religion, national origin, gender, sexual orientation, age, marital status, veteran status, disability status, or other applicable legally protected characteristics. If you would like to request any accommodations from the application through to the interview, please contact us at recruitingteam@tecton.ai.This employer participates in E-Verify and will provide the federal government with your Form I-9 information to confirm that you are authorized to work in the U.S.",False
4056216398,"Research Engineer - New Grad
About Applied IntuitionApplied Intuition is a vehicle software supplier that accelerates the adoption of safe and intelligent machines worldwide. Founded in 2017, Applied Intuition delivers the AI-powered ADAS/AD toolchain, vehicle platform, and autonomy stack to help customers shorten time to market, build high-quality systems, and create next-generation consumer experiences. 18 of the top 20 global automakers trust Applied Intuition’s solutions to drive the production of modern vehicles. Applied Intuition serves the automotive, trucking, construction, mining, agriculture, and defense industries and is headquartered in Mountain View, CA, with offices in Ann Arbor and Detroit, MI, Washington, D.C., Stuttgart, Munich, Stockholm, Seoul, and Tokyo. Learn more at appliedintuition.com.Please note that we are an in-office company, which means the expectation is that you would come in to your Applied Intuition office 5 days a week.About The RoleThe AI Research Team at Applied Intuition conducts world-class research for autonomous systems and closed-loop simulation, and creates scalable autonomy stacks from prototype towards mass production in a data-driven fashion. You will have access to driving data exploding from millions of miles with various scenarios from a diverse set of sensors to develop industry-leading models and techniques at scale. Improvements deployed to our system can immediately help our customers with their autonomy programs.In addition to your research contributions, by working in our dynamic and customer-focused team culture, you will contribute to and learn from best practices in the nascent autonomy industry. We move fast and we focus on excellence, for our products and for our business. If you are hands-on and looking for a place to have a multiplying effect on making autonomous systems a reality, Applied is the place for you!At Applied Intuition, you will:      Design and implement one of the following areas:       Next-generation, data-driven ADAS stack with an end-to-end structure covering conventional perception, mapping, prediction and planning modules towards industry-leading performanceClosed-loop simulation with sensory and behavior generation in a data-driven paradigm
Conduct research for the differentiable stack on its architecture design, robustness and safety, language modality incorporation, close-loop simulation and its utilizationWork closely with our ADAS stack engineering team to test and deploy the implemented end-to-end algorithms for mass production vehicles, or our simulation team to deploy data-driven generation algorithms for highly efficient and automated toolsWork closely with research scientists and intern students in the AI Research team towards high quality research publications
We’re looking for someone who has:      Deep hands-on experience with one of the following aspects:       End-to-end (perception to planning) autonomy stackMulti-view perception based on Transformer with BEV representation and temporal fusion, based on real-world data with real vehicle tests3D reconstruction, and diffusion model for sensory generationClosed-loop behavior generation with data-driven methods
Passion for next-generation, scalable autonomy with data-driven, differentiable paradigm and large data/model deployment for real-world autonomous systems
Nice to have:      MSc or PhD in machine learning and computer vision with autonomy and robotics applications or closely related fieldHands-on experience of imitation/reinforcement learning, behavior prediction, and closed-loop simulationExperience with training with large-scale data and ML modelsPassion for or experiences with applications of language modality in drivingExperience building and shipping software frameworks or tools that are used by others than the authors of the framework
Autonomy is one of the leading technological advances of this century that will come to impact our lives. The work you’ll do at Applied will meaningfully accelerate the efforts of the top autonomy teams in the world. At Applied, you will have a unique perspective on the development of cutting edge technology while working with major players across the industry and the globe.Compensation at Applied Intuition for eligible roles includes base salary, equity, and benefits. Base salary is a single component of the total compensation package, which may also include equity in the form of options and/or restricted stock units, comprehensive health, dental, vision, life and disability insurance coverage, 401k retirement benefits with employer match, learning and wellness stipends, and paid time off. Note that benefits are subject to change and may vary based on jurisdiction of employment.Applied Intuition pay ranges reflect the minimum and maximum intended target base salary for new hire salaries for the position. The actual base salary offered to a successful candidate will additionally be influenced by a variety of factors including experience, credentials & certifications, educational attainment, skill level requirements, interview performance, and the level and scope of the position.Please reference the job posting’s subtitle for where this position will be located. For pay transparency purposes, the base salary range for this full-time position in the location listed is: $125,000 - $242,000 USD annually.Don’t meet every single requirement? If you’re excited about this role but your past experience doesn’t align perfectly with every qualification in the job description, we encourage you to apply anyway. You may be just the right candidate for this or other roles.Applicants will be required to be fully vaccinated against COVID-19 upon commencing employment. Reasonable accommodations will be considered on a case-by-case basis for exemptions to this requirement in accordance with applicable federal and state law. Applicants should be aware that for external-facing roles that involve close contact with Company employees or other third parties on the Company's premises, accommodations that involve remaining unvaccinated against COVID-19 may not be deemed reasonable. The Company will engage in the interactive process on an individualized basis taking into account the particular position.Applied Intuition is an equal opportunity employer and federal contractor or subcontractor. Consequently, the parties agree that, as applicable, they will abide by the requirements of 41 CFR 60-1.4(a), 41 CFR 60-300.5(a) and 41 CFR 60-741.5(a) and that these laws are incorporated herein by reference. These regulations prohibit discrimination against qualified individuals based on their status as protected veterans or individuals with disabilities, and prohibit discrimination against all individuals based on their race, color, religion, sex, sexual orientation, gender identity or national origin. These regulations require that covered prime contractors and subcontractors take affirmative action to employ and advance in employment individuals without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status or disability. The parties also agree that, as applicable, they will abide by the requirements of Executive Order 13496 (29 CFR Part 471, Appendix A to Subpart A), relating to the notice of employee rights under federal labor laws.",False
4026533668,"Technical Solutions Engineer
Salary: $170,000 to $220,000 + equity + One of the best benefits packages in the marketLocation: New York, HybridKey Feature: Help shape the future of AI and its real-world impact
We are working with a pioneering company in the AI space that is experiencing significant growth. This is a rare opportunity to join a dynamic team committed to building a positive human impact through cutting-edge technology. The company values curiosity, hard work, and creative problem-solving, fostering an environment where strong performance and ethical standards are inextricably linked.The Solutions Engineer will play a crucial role in driving the success of AI/ML initiatives. You will partner with sales to identify and resolve technical challenges, engage with diverse stakeholders, and ensure that customers achieve high-impact business outcomes. This role offers a unique chance to work closely with a passionate team, helping shape the evolution of innovative AI solutions.The Solutions Engineer will:      Collaborate with Sales to address technical challenges in AI/ML initiativesBuild strong relationships with technical users to drive AI successPlan and execute proof-of-value activities within customer environmentsInterface with the Product team to provide feedback and influence product evolutionEngage effectively with both technical and executive audiences to demonstrate AI business value
Essential Skills:      Experience in technical sales engineering, solutions engineering, or similar role within a scaling tech firmTechnical experience utilizing PythonAbility to present technical solutions clearly to both technical and executive audiences, as well as implement with newly on-boarded clients Knowledge of big data, cloud technologies, and AI delivery infrastructuresAdaptability and a proactive mindset suited to a startup environment
Apply now to take your career to the next level with a pioneering company.",False
4044362634,"Senior Software Engineer
About WatchWire By Tango:WatchWire By Tango is a market-leading sustainability and energy management software-as-a-service (EMSaaS) provider. Across the globe, WatchWire By Tango helps commercial and corporate real estate portfolios, Fortune 500 industrial/manufacturing and big-box retail, government, healthcare, and educational facilities reduce emissions and expenses while simplifying sustainability and carbon reporting. The Company’s enterprise-grade cloud-based software platform, helps companies reduce energy expenses, simplify sustainability and energy reporting, and measure and verify performance. We're always working on cutting-edge tech that will help us build and scale for rapid growth. We are seeking an experienced Software Engineer with expertise in Java, Python, SQL, Postgres, Object-Oriented programming concepts, DevOps using AWS, data engineering, and building microservices to join our team and contribute to our success.Responsibilities:      Designing and architecting robust and scalable software solutions that meet the needs of our clients and align with our business objectives.Developing software using industry-leading technologies such as Java, Python, SQL, Postgres, and leveraging strong object-oriented programming concepts.Collaborating with cross-functional teams, including product managers, designers, and other engineers, to translate business requirements into technical specifications and deliver exceptional software solutions.Writing clean, efficient, and maintainable code that adheres to coding standards and best practices.Conducting thorough testing and debugging to ensure the quality and reliability of the software.Continuously monitoring and optimizing software performance to deliver optimal user experiences.Participating in code reviews and providing feedback to team members to promote a culture of learning and growth.Keeping up with industry trends and best practices to drive innovation and enhance our software solutions.
Qualifications:      Bachelor's degree in Computer Science, Software Engineering, or a related field. 6 to 8 years of professional software development experience, including experience in Java, Python, SQL, and PostgreSQL.Strong understanding of Object-Oriented programming concepts and design patterns.Experience with leading Java frameworks including Spring Boot and Play Framework.Expertise in architecting and implementing microservices and RESTful APIs.Proven experience with DevOps, CI/CD, and AWS. Experience in data engineering, including database design, performance tuning, and optimization.Familiarity with software development methodologies such as Agile, Scrum, or Kanban.Knowledge of version control systems such as Git.Exceptional communication and interpersonal skills, with the ability to work effectively in a team environment.
Nice-to-haves:      Experience with containerization and orchestration technologies like Docker and Kubernetes.Familiarity with front-end frameworks including React or AngularJS.Certifications in AWS, DevOps, or related technologies.",True
4071700199,"Senior Python Engineer
Senior Python Engineer – Commodites Trading




Industry: Finance / Commodities / Trading / Energy

Location: Houston, TX

Salary: $150-200,000 + Bonus




X4 Engineering is thrilled to announce a new partnership with an industry leader with over 30 years of expertise in the finance and energy sectors.




The organization trades a wide range of asset classes, including Equities, FX, Commodities, and Energy, across all major global markets. They’re seeking a skilled and passionate Senior Python Engineer to join their Commodities trading group, where you’ll help build state-of-the-art platforms supporting both quantitative and fundamental research across trading desks.




In this role, you’ll design Python APIs, develop tools and workflows to facilitate exploratory research, and create web interfaces for data exploration. Additionally, you’ll manage production workflows for real-time forecasting, modelling, and analytics, contributing to a powerful research and trading infrastructure.




Key Requirements:

Bachelor’s or Master’s degree in Computer Science, Engineering, or a similar field.
Strong Python experience/knowledge.
Proficiency in data manipulation and analysis using Python libraries - Pandas/NumPy etc.
Experience with compiled languages such as Java, C++, Golang & Rust.
Expertise in API design.
Familiarity with C++ and other programming languages such as Rust / Golang (desirable).
Experience with modern data technologies – PostgreSQL / Snowflake / Airflow etc.
Experience building & scaling large-scale analysis or machine learning tools.




The role is hybrid with at least 3 days’ per week in the Houston office.




If you’re interested in the role please apply via the job advert or get in touch with a.koivio@x4engineering.",True
4062175665,"Senior Software Engineer
About ContextualContextual is building the unified foundational layer for commerce enablement, putting customer data at the core to power intelligent applications that deliver 10x more value for e-commerce merchants. We're creating an AI-first platform that captures, enriches, and unifies merchant data, enabling truly personalized e-commerce experiences. Backed by top-tier Silicon Valley investors and executives from leading tech companies, we're on a mission to revolutionize how online businesses operate and grow in the era of hyper-personalization. We're backed by Wonder Ventures, Nichole Wischoff Ventures and executives from Apple, Uber, Palo Alto Networks, NVIDIA.The RoleWe're seeking an exceptional Senior Software Engineer to join our founding team and lead the development of our email and SMS marketing products, while also playing a crucial role in managing our core data platform. This is a unique opportunity to work on greenfield projects and lead development from zero to one in a high impact role.Key Responsibilities      Own the greenfield development of our email and SMS marketing products, integrating them seamlessly with our foundational data layer and AI enginesDesign and implement scalable, high-performance systems capable of handling large volumes of messages and user interactionsCollaborate closely with founders to shape our technical strategy and make key architectural decisionsContribute to the development of our AI engines, including creative co-pilots and hyper-personalization toolsProvide technical leadership and mentorship to the engineering team as we growBe prepared to quickly learn and adapt to new technologies and areas of our stack as neededDrive innovation in areas such as first-party data collection, attribution, and customer data unification
Qualifications      5+ years of experience in software engineering, with at least 3 years in a senior or lead roleStrong background in building scalable, distributed systems and data platformsExperience developing customer-facing applications, particularly in email or SMS marketingProven track record of end-to-end ownership of significant technical projectsDemonstrated ability to quickly learn new technologies and domainsExcellent problem-solving skills and ability to break down complex challengesStrong communication skills and ability to collaborate effectively with non-technical stakeholdersBS/MS in Computer Science or related field
Preferred Qualifications      Experience in e-commerceFamiliarity with the Shopify ecosystem and APIsBackground in building data-intensive products or AI-powered applicationsExperience at a high-growth startupProficiency in languages commonly used for high-performance backend systems (e.g., Go)Experience with real-time messaging systems, queuing technologies (e.g., PubSub)Familiarity with GCP is preferred 
Why Contextual?      Opportunity to shape the future of e-commerce from the ground upWork on cutting-edge AI applications in a rapidly evolving industryTackle complex challenges in data unification, personalization, and marketing automationWork directly with experienced founders who have built and scaled successful startupsTop-of-market compensation package, including competitive salary and significant equity as well as benefitsChance to be on the ground floor at a well-funded, high-potential startupWe're looking for hungry, fast-moving individuals who thrive on complete ownership and can adapt quickly to new challenges. If you're excited about building transformative technology for e-commerce and want to make a significant impact in an AI-first company, we'd love to hear from you.",True
4070321089,"Senior Software Engineer
Dice is the leading career destination for tech experts at every stage of their careers. Our client, Jobot, is seeking the following. Apply via Dice today!

Senior Software Engineer-FULLY REMOTE

This Jobot Job is hosted by: Chris Chomic

Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume.

Salary: $135,000 - $160,000 per year

A bit about us:

Our company helps the underserved and at-risk disabled population in their quest to receive all the disability benefits they medically, legally, and ethically qualify for from both government and private entities. We develop medical evidence that helps our clients navigate the complex disability benefits journey to improve their life trajectory.

Why join us?


 SALARY: $135-$160k. They will go a little higher for the Team Lead candidate. 
 BONUS: They pay a quarterly bonus that is tiered every quarter, so it is paid 10% 1st Quarter, 20% 2nd Quarter, 30% 3rd Quarter, 40% 4th Quarter-The typical range is from $20-$30k yearly based on the company performance
 Full Benefits (Medical, Dental, Vision)
 401k + 6% Match
 Wellness Plan/Discounts
 Flexible PTO


Job Details

We are seeking a highly talented Senior Software Engineer to build and enhance applications to power our next generation products and workflows. The ideal candidate will have a strong background in software development and experience working with AWS, Node.js, TypeScript, and React.

Responsibilities


 Develop and maintain software applications and systems using AWS, Node.js, TypeScript, and React.
 Collaborate with cross-functional teams to define, design, and ship new features.
 Write clean, maintainable, and efficient code.
 Troubleshoot and debug mission critical applications directly connected to revenue collection.
 Participate in code reviews and contribute to the design of software applications.
 Mentor and lead junior software engineers by providing guidance and feedback on their work, and helping them to develop their skills.
 Continuously discover, evaluate, and implement new technologies to maximize development efficiency.


Qualifications


 Bachelor's or Master's degree in Computer Science, Software Engineering, or a related field.
 At least 6 years of experience in software development, with a focus on backend systems and web applications.
 Strong knowledge of Node.js, TypeScript and utilization of AWS-based solutions including AWS Lambda functions.
 Experience working with relational databases such as PostgreSQL or MySQL or a NoSQL database such as MongoDB or DynamoDB.
 Familiarity with OpenAPI for designing and documenting RESTful APIs.
 Proficiency in developing event-driven architectures using a service such as AWS EventBridge.
 Experience implementing build/deploy pipelines while working in a CI/CD environment.
 Strong understanding of software development best practices, such as the utilization of modern design patterns and testing
 Experience with Agile development methodologies
 Excellent problem-solving, communication, and leadership skills.
 Strong analytical abilities and attention to detail.
 Authorized to work in the United States and not require work authorization sponsorship by our company for this position now or in the future.
 Minimum internet speed of 25 Download/10 Upload


Preferred Skills & Experience


 Possess expertise in DevOps Research and Assessment (DORA) metrics, including deployment frequency, lead time for changes, change failure rate, and mean time to recover, and adept at utilizing these metrics to continually refine software development practices and optimize team performance.
 Experience developing user interfaces using a modern JS/TS framework such as Next.js, Nuxt.js, Angular or Sveltekit.
 Experience writing and maintaining automated tests.
 Familiarity with programming languages beyond JavaScript/TypeScript such as Golang, Rust, Python or Elixir.


Interested in hearing more? Easy Apply now by clicking the ""Apply Now"" button.",True
